record_id,account_id,project_id,predefined_health,free_text_details,timestamp,data_source
519,ACC028,PRJ007,Critical,"Stakholdr concrens addressed, monitring closely.",2025-09-04T15:29:25.763527,PowerBI
520,ACC006,PRJ095,Good,Technically sound but stakeholder alignment poor.,2025-09-24T15:29:25.763530,API
521,ACC003,PRJ014,Good,"No blockers identified, smooth execution.",2025-10-07T15:29:25.763533,Manual
522,ACC041,PRJ011,Good,"No blockers identified, smooth execution.",2025-11-20T15:29:25.763537,PowerBI
523,ACC050,PRJ066,Critical,Project at risk of cancellation.,2025-10-26T15:29:25.763540,API
524,ACC006,PRJ019,Good,All technical deliverables on track. Documentation backlog growing. Internal audit scheduled netx month. No critical blockers identified.,2025-09-07T15:29:25.763549,API
525,ACC043,PRJ018,Warning,Security audit passed with minor findings. Remediation in progress. No impact on go-live date. Stakeholders informed.,2025-10-19T15:29:25.763553,Manual
526,ACC019,PRJ005,Warning,Third-party dependency delayed by 2 weeks.,2025-11-30T15:29:25.763556,API
527,ACC038,PRJ022,Good,"Resources optimally allocated, efficiency improved by 15%.",2025-09-03T15:29:25.763559,Manual
528,ACC042,PRJ013,Critical,Timeline slipped significantly.,2025-09-05T15:29:25.763563,API
529,ACC041,PRJ067,Good,Good progress but team morale declining.,2025-10-09T15:29:25.763566,PowerBI
530,ACC002,PRJ080,Warning,Third-party dependency delayed by 2 weeks.,2025-09-05T15:29:25.763569,Manual
531,ACC020,PRJ081,Good,Client satisfaction rating: 9/10.,2025-09-04T15:29:25.763573,PowerBI
532,ACC023,PRJ091,Warning,Resource constraints causing small delays.,2025-09-05T15:29:25.763576,Manual
533,ACC002,PRJ023,Good,Everything is progressing well.,2025-10-22T15:29:25.763581,Manual
534,ACC028,PRJ032,Warning,"Team capacity stretched, overtime required.",2025-10-25T15:29:25.763584,PowerBI
535,ACC044,PRJ015,Good,Critcal path impated by resourc shortage.,2025-11-04T15:29:25.763587,API
536,ACC023,PRJ030,Critical,Legal compliance issues discovered.,2025-09-25T15:29:25.763591,Manual
537,ACC038,PRJ099,Warning,"Team capacity stretched, overtime required.",2025-10-09T15:29:25.763594,PowerBI
538,ACC042,PRJ062,Warning,Slight delyas due to vendor issues.,2025-09-25T15:29:25.763598,Manual
539,ACC005,PRJ007,Critical,Major budget overrun.,2025-09-13T15:29:25.763602,PowerBI
540,ACC008,PRJ009,Good,Legal compliance issues discovered.,2025-10-16T15:29:25.763605,PowerBI
541,ACC038,PRJ100,Good,"No blockers identified, smooth execution.",2025-09-15T15:29:25.763609,PowerBI
542,ACC014,PRJ059,Critical,Stakeholder cnofidence severely impacted.,2025-11-17T15:29:25.763613,Manual
543,ACC017,PRJ023,Good,On schedule and under budget.,2025-09-05T15:29:25.763617,Manual
544,ACC010,PRJ014,Warning,"Minor scope creep detected, monitoring closely.",2025-10-02T15:29:25.763621,PowerBI
545,ACC037,PRJ021,Critical,"Budget exceeded by 40%, no additional funding.",2025-10-12T15:29:25.763625,PowerBI
546,ACC043,PRJ025,Good,On schedule and under budget.,2025-11-04T15:29:25.763628,PowerBI
547,ACC042,PRJ030,Critical,"Critical resource resignation, no backup.",2025-09-23T15:29:25.763631,PowerBI
548,ACC050,PRJ035,Critical,Security vulnerability found in production.,2025-09-14T15:29:25.763635,Manual
549,ACC005,PRJ003,Good,Metrics look positive however client raised concerns.,2025-09-21T15:29:25.763638,API
550,ACC027,PRJ077,Critical,Key deliverable failed acceptance testing.,2025-10-07T15:29:25.763641,API
551,ACC021,PRJ085,Warning,Project healthy overall despite recent setbacks.,2025-09-24T15:29:25.763645,Manual
552,ACC004,PRJ097,Critical,"Budget exceeded by 40%, no additional funding.",2025-09-15T15:29:25.763648,Manual
553,ACC017,PRJ077,Critical,Client happy but scope significantly expanded.,2025-11-25T15:29:25.763652,API
554,ACC037,PRJ035,Warning,Technically sound but stakeholder alignment poor.,2025-09-21T15:29:25.763655,API
555,ACC010,PRJ055,Critical,"Delyed due to vender isues, recovry planed.",2025-10-22T15:29:25.763659,API
556,ACC015,PRJ082,Warning,"Budget overrun by 15% due to unplanned scope expansion. Timeline extended by 3 weeks. Client approved changes, relationship stable.",2025-11-02T15:29:25.763662,Manual
557,ACC047,PRJ091,Good,"Team morale is high, deliverables exceeding expectations.",2025-11-20T15:29:25.763666,Manual
558,ACC016,PRJ097,Critical,Project at risk of cancellation.,2025-10-05T15:29:25.763669,PowerBI
559,ACC017,PRJ066,Critical,Resources fully allocated. Team morale high despite tight deadlines. Quality metrics meeting targets. Minor scope changes requested by client.,2025-09-17T15:29:25.763672,API
560,ACC006,PRJ048,Critical,"Budget exceeded by 40%, no additional funding.",2025-09-16T15:29:25.763675,API
561,ACC001,PRJ033,Critical,Good progress but team morale declining.,2025-10-30T15:29:25.763679,Manual
562,ACC004,PRJ026,Warning,"Budget variance at 10%, corrective action planned.",2025-09-07T15:29:25.763682,Manual
563,ACC048,PRJ005,Critical,Project at risk of cancellation.,2025-10-29T15:29:25.763686,PowerBI
564,ACC003,PRJ008,Warning,"Budget variance at 10%, corrective action planned.",2025-10-12T15:29:25.763690,Manual
565,ACC035,PRJ001,Warning,"Client requested additional features, timeline at risk.",2025-09-10T15:29:25.763693,API
566,ACC033,PRJ040,Good,Client satisfaction ratign: 9/10.,2025-10-21T15:29:25.763697,API
567,ACC028,PRJ036,Warning,"Budget variance at 10%, corrective action planned.",2025-09-17T15:29:25.763701,PowerBI
568,ACC003,PRJ058,Critical,eLgal compliance issues discovered.,2025-11-21T15:29:25.763705,PowerBI
569,ACC023,PRJ004,Critical,Key deliverable failed acceptance testing.,2025-11-01T15:29:25.763709,Manual
570,ACC014,PRJ015,Good,"Delyed due to vender isues, recovry planed.",2025-09-21T15:29:25.763712,PowerBI
571,ACC020,PRJ093,Good,"No blockers identified, smooth execution.",2025-09-28T15:29:25.763715,API
572,ACC042,PRJ030,Critical,Timeilne slipped significantly.,2025-09-07T15:29:25.763721,Manual
573,ACC032,PRJ031,Critical,"Budget overrun by 15% due to unplanned scope expansion. Timeline extended by 3 weeks. Client approved changes, relationship stable.",2025-10-07T15:29:25.763724,Manual
574,ACC032,PRJ068,Warning,Resource constraints causing small delays.,2025-10-22T15:29:25.763727,Manual
575,ACC017,PRJ067,Good,All milestones achieved on time.,2025-11-19T15:29:25.763731,API
576,ACC035,PRJ006,Critical,Major budget overrun.,2025-09-05T15:29:25.763734,API
577,ACC039,PRJ014,Good,Project Alpha is on schedule. Budget utilization at 82%. Client expressed concerns about feature completeness. Team working overtime to address gaps.,2025-09-15T15:29:25.763737,API
578,ACC050,PRJ046,Warning,"Budget variance at 10%, corrective action planned.",2025-10-18T15:29:25.763741,Manual
579,ACC046,PRJ026,Warning,"Excellent feedback from client, internal issues though.",2025-11-12T15:29:25.763744,PowerBI
580,ACC020,PRJ030,Good,"Client feedback positive, although",2025-09-10T15:29:25.763748,Manual
581,ACC039,PRJ098,Critical,Key deliverable failed acceptance testing.,2025-09-08T15:29:25.763751,PowerBI
582,ACC042,PRJ047,Good,Escalation pending due to,2025-11-13T15:29:25.763755,PowerBI
583,ACC038,PRJ086,Good,"Milestone 3 delivered successfully. However, vendor delays impacting Milestone 4. Budget variance: +5%. Risk mitigation plan in review.",2025-11-30T15:29:25.763758,PowerBI
584,ACC022,PRJ026,Warning,"Minor scope creep detected, monitoring closely.",2025-09-12T15:29:25.763762,PowerBI
585,ACC043,PRJ011,Critical,aMjor budget overrun.,2025-11-23T15:29:25.763766,Manual
586,ACC031,PRJ019,Good,Project healthy overall despite recent setbacks.,2025-10-25T15:29:25.763769,Manual
587,ACC025,PRJ030,Warning,Mostly healthy but timeline risk.,2025-12-01T15:29:25.763772,API
588,ACC005,PRJ001,Warning,"Stakholdr concrens addressed, monitring closely.",2025-11-11T15:29:25.763775,PowerBI
589,ACC046,PRJ100,Critical,Stakeholder confidence severely impacted.,2025-10-22T15:29:25.763779,Manual
590,ACC022,PRJ074,Warning,Quality metrics slightly below target.,2025-10-05T15:29:25.763782,Manual
591,ACC047,PRJ050,Good,Positive stakeholder reviews across all metrics.,2025-11-20T15:29:25.763785,PowerBI
592,ACC034,PRJ091,Good,Positive stakeholder reviews across all metrics.,2025-10-20T15:29:25.763788,API
593,ACC033,PRJ060,Warning,Good progress but team morale declining.,2025-09-28T15:29:25.763792,API
594,ACC019,PRJ031,Critical,Metrics look positive however client raised concerns.,2025-10-04T15:29:25.763795,API
595,ACC035,PRJ017,Warning,"Minor scope creep detected, monitoring closely.",2025-09-03T15:29:25.763798,Manual
596,ACC028,PRJ041,Warning,"Budget variance at 10%, corrective action planned.",2025-09-05T15:29:25.763803,Manual
597,ACC018,PRJ050,Warning,"Minor scope creep detected, monitoring closely.",2025-09-24T15:29:25.763806,Manual
598,ACC013,PRJ035,Warning,"Minor scope creep detected, monitoring closely.",2025-09-19T15:29:25.763810,API
599,ACC016,PRJ054,Critical,Stakeholder confidence severely impacted.,2025-09-25T15:29:25.763813,PowerBI
600,ACC009,PRJ062,Critical,Legal compliance issues discovered.,2025-11-18T15:29:25.763816,API
601,ACC048,PRJ090,Critical,Timeline slipped significantly.,2025-10-24T15:29:25.763819,Manual
602,ACC029,PRJ087,Critical,Project Alpha is on schedule. Budget utilization at 82%. Client expressed concerns about feature completeness. Team working overtime to address gaps.,2025-12-02T15:29:25.763825,API
603,ACC043,PRJ008,Good,"No blockers identified, smooth execution.",2025-11-03T15:29:25.763829,API
604,ACC017,PRJ039,Good,On schedule and under budget.,2025-11-27T15:29:25.763832,API
605,ACC024,PRJ042,Warning,"Minor scope creep detected, monitoring closely.",2025-10-20T15:29:25.763835,API
606,ACC048,PRJ100,Good,Project Alpha is on schedule. Budget utilization at 82%. Client expressed concerns about feature completeness. Team working overtime to address gaps.,2025-10-15T15:29:25.763839,API
607,ACC017,PRJ022,Warning,Deliveyr expected unless,2025-09-20T15:29:25.763843,Manual
608,ACC012,PRJ022,Critical,Project at risk of cancellation.,2025-09-19T15:29:25.763846,PowerBI
609,ACC038,PRJ095,Warning,"Minor scope creep detected, monitoring closely.",2025-11-19T15:29:25.763850,PowerBI
610,ACC024,PRJ098,Good,"Resoruces allocted proprely, no blocekrs.",2025-12-01T15:29:25.763853,Manual
611,ACC026,PRJ010,Good,"Client feedback positive, although",2025-09-12T15:29:25.763856,PowerBI
612,ACC006,PRJ014,Good,"Delivery on track, documentation severely lacking.",2025-11-07T15:29:25.763860,Manual
613,ACC038,PRJ083,Critical,Project at risk of cancellation.,2025-09-16T15:29:25.763864,Manual
614,ACC041,PRJ008,Good,On schedule and under budget.,2025-10-28T15:29:25.763867,API
615,ACC002,PRJ024,Critical,Legal compliance issues discovered.,2025-10-24T15:29:25.763870,Manual
616,ACC050,PRJ055,Warning,Resource constraints causnig small delays.,2025-10-29T15:29:25.763876,Manual
617,ACC040,PRJ033,Critical,Project at risk of cancellation.,2025-10-12T15:29:25.763880,API
618,ACC028,PRJ079,Critical,"Budget exceeded by 40%, no additional funding.",2025-10-08T15:29:25.763883,PowerBI
619,ACC049,PRJ057,Good,"No blockers identified, smooth execution.",2025-10-23T15:29:25.763886,PowerBI
620,ACC035,PRJ045,Critical,Client happy but scope significantly expanded.,2025-11-15T15:29:25.763891,Manual
621,ACC047,PRJ039,Critical,"Critical resource resignation, no backup.",2025-11-14T15:29:25.763895,API
622,ACC003,PRJ061,Warning,"Majro budget overun, escaltion required.",2025-11-05T15:29:25.763899,PowerBI
623,ACC023,PRJ060,Good,Project healthy overall despite recent setbacks.,2025-10-29T15:29:25.763902,PowerBI
624,ACC021,PRJ066,Good,Timeline stable yet critical dependency at risk.,2025-10-29T15:29:25.763906,Manual
625,ACC047,PRJ009,Warning,Communication gaps with offshore team identified.,2025-10-12T15:29:25.763909,API
626,ACC045,PRJ040,Warning,Third-party dependency edlayed by 2 weeks.,2025-10-03T15:29:25.763914,PowerBI
627,ACC014,PRJ042,Warning,Quality metrics slihgtly below target.,2025-09-23T15:29:25.763918,PowerBI
628,ACC049,PRJ074,Warning,"Team capacity stretched, overtime required.",2025-11-22T15:29:25.763922,PowerBI
629,ACC008,PRJ023,Warning,Budget is close to the limit.,2025-11-10T15:29:25.763925,Manual
630,ACC020,PRJ078,Critical,Legal compliance issues discovered.,2025-11-17T15:29:25.763929,PowerBI
631,ACC024,PRJ056,Warning,"Team capacity stretched, overtime required.",2025-10-03T15:29:25.763932,API
632,ACC019,PRJ049,Good,"Resources optimally allocated, efficiency improved by 15%.",2025-09-07T15:29:25.763935,Manual
633,ACC011,PRJ003,Good,Mostly healthy but timeline risk.,2025-11-24T15:29:25.763938,Manual
634,ACC038,PRJ044,Warning,Communication gaps with offshore team identified.,2025-10-21T15:29:25.763941,API
635,ACC018,PRJ074,Critical,"Stakholdr concrens addressed, monitring closely.",2025-11-11T15:29:25.763945,PowerBI
636,ACC019,PRJ065,Warning,"Majro budget overun, escaltion required.",2025-09-24T15:29:25.763948,PowerBI
637,ACC013,PRJ009,Warning,Everything is progressing well.,2025-10-14T15:29:25.763951,PowerBI
638,ACC047,PRJ092,Warning,Quality metrics slightly below target.,2025-10-07T15:29:25.763955,API
639,ACC021,PRJ048,Warning,"Budget variance at 10%, corrective action planned.",2025-11-04T15:29:25.763958,API
640,ACC014,PRJ074,Warning,Resources adequate though skills gap identified.,2025-09-11T15:29:25.763962,PowerBI
641,ACC012,PRJ092,Critical,Timeline slipped significantly.,2025-09-20T15:29:25.763966,API
642,ACC026,PRJ032,Critical,"Client escalation received, urgent intervention needed.",2025-10-08T15:29:25.763969,Manual
643,ACC010,PRJ041,Critical,Major budget overrun.,2025-10-30T15:29:25.763973,Manual
644,ACC047,PRJ008,Critical,Client happy but scope significantly expanded.,2025-10-08T15:29:25.763976,Manual
645,ACC014,PRJ068,Critical,Stakeholder confidence severely impacted.,2025-10-16T15:29:25.763979,PowerBI
646,ACC002,PRJ095,Warning,"Minor scope creep detected, monitoring closely.",2025-10-28T15:29:25.763982,API
647,ACC024,PRJ048,Good,On schedule and under budget.,2025-10-07T15:29:25.763986,PowerBI
648,ACC024,PRJ044,Critical,Timeline slipped significantly.,2025-11-17T15:29:25.763989,API
649,ACC027,PRJ066,Warning,Resource constraints causing small delays.,2025-10-17T15:29:25.763992,PowerBI
650,ACC043,PRJ033,Good,Client satisfaction rating: 9/10.,2025-10-27T15:29:25.763996,Manual
651,ACC031,PRJ047,Warning,"Budget variance at 10%, corrective action planned.",2025-09-21T15:29:25.763999,PowerBI
652,ACC008,PRJ063,Critical,"Critical resource resignation, no backup.",2025-11-17T15:29:25.764002,API
653,ACC037,PRJ029,Critical,Milestones achieved but quality,2025-10-08T15:29:25.764005,Manual
654,ACC046,PRJ060,Critical,Security audit passed with minor findings. Remediation in progress. No impact on go-live date. Stakeholders informed.,2025-10-18T15:29:25.764009,PowerBI
655,ACC013,PRJ039,Good,All milestones acheived on time.,2025-11-15T15:29:25.764013,PowerBI
656,ACC002,PRJ077,Critical,Mostly healthy but timeline risk.,2025-10-11T15:29:25.764017,API
657,ACC039,PRJ028,Good,Client satisfaction rating: 9/10.,2025-11-30T15:29:25.764020,API
658,ACC025,PRJ010,Good,Positive stakeholder reviews across all metrics.,2025-10-13T15:29:25.764023,API
659,ACC034,PRJ016,Warning,Third-party dependency delayed by 2 weeks.,2025-09-06T15:29:25.764027,Manual
660,ACC034,PRJ093,Good,"Majro budget overun, escaltion required.",2025-10-20T15:29:25.764033,Manual
661,ACC023,PRJ072,Good,"Budget utilization at 75%, timeline on track.",2025-09-05T15:29:25.764038,API
662,ACC028,PRJ083,Warning,Third-party dependency delayed by 2 weeks.,2025-10-29T15:29:25.764042,Manual
663,ACC023,PRJ055,Warning,Client happy but scope significantly expanded.,2025-09-11T15:29:25.764045,Manual
664,ACC006,PRJ034,Warning,"Minor scope creep detectde, monitoring closely.",2025-10-01T15:29:25.764050,PowerBI
665,ACC011,PRJ048,Warning,"Minor scope creep detected, monitoring closely.",2025-09-27T15:29:25.764053,PowerBI
666,ACC021,PRJ055,Good,Good progress but team morale declining.,2025-10-05T15:29:25.764056,PowerBI
667,ACC041,PRJ039,Critical,Timeline slipped significantly.,2025-09-12T15:29:25.764060,PowerBI
668,ACC039,PRJ038,Critical,Security audit passed with minor findings. Remediatino in progress. No impact on go-live date. Stakeholders informed.,2025-11-01T15:29:25.764068,PowerBI
669,ACC009,PRJ075,Good,Positive stakeholder reviews across all metrics.,2025-10-01T15:29:25.764072,Manual
670,ACC038,PRJ045,Good,Everything is progressing well.,2025-09-05T15:29:25.764075,Manual
671,ACC038,PRJ026,Good,Everything is progressing well.,2025-10-21T15:29:25.764079,Manual
672,ACC049,PRJ044,Critical,Project at risk of cancellation.,2025-11-12T15:29:25.764082,PowerBI
673,ACC018,PRJ097,Warning,Budget is close to the limit.,2025-11-09T15:29:25.764085,API
674,ACC017,PRJ073,Critical,Timeline slipped significantly.,2025-11-25T15:29:25.764089,Manual
675,ACC028,PRJ046,Good,Client happy but scope significantly expanded.,2025-11-08T15:29:25.764092,PowerBI
676,ACC049,PRJ046,Good,"Team mroale is high, deliverables exceeding expectations.",2025-09-19T15:29:25.764098,PowerBI
677,ACC031,PRJ038,Critical,"Client escalation received, urgent intervention needed.",2025-10-13T15:29:25.764101,API
678,ACC048,PRJ010,Good,Project ahead of schedule with excellent client feedback.,2025-11-29T15:29:25.764104,PowerBI
679,ACC017,PRJ001,Critical,Stakeholder confidence severely impacted.,2025-09-14T15:29:25.764108,PowerBI
680,ACC029,PRJ056,Warning,"Minor scope creep detected, monitoring closely.",2025-09-26T15:29:25.764114,PowerBI
681,ACC047,PRJ100,Warning,"Client requested additional features, timeline at risk.",2025-10-23T15:29:25.764117,API
682,ACC045,PRJ015,Critical,Key deliverable failed acceptance testing.,2025-11-06T15:29:25.764121,PowerBI
683,ACC041,PRJ011,Warning,Meeting deadlines but at cost of team burnout.,2025-11-25T15:29:25.764124,API
684,ACC050,PRJ007,Good,"Finacnials good, schedule slipping.",2025-10-14T15:29:25.764129,API
685,ACC040,PRJ016,Critical,Key deliverable failed acceptance testing.,2025-09-18T15:29:25.764132,PowerBI
686,ACC010,PRJ054,Warning,Communication gaps with offshore team identified.,2025-10-08T15:29:25.764136,PowerBI
687,ACC045,PRJ023,Warning,Communication gaps with offshore team identified.,2025-09-03T15:29:25.764139,Manual
688,ACC011,PRJ080,Critical,"Client escalation received, urgent intervention needed.",2025-10-02T15:29:25.764142,Manual
689,ACC045,PRJ039,Warning,Quality metrics slightyl below target.,2025-10-06T15:29:25.764146,PowerBI
690,ACC004,PRJ012,Good,Project ahead of schedule with excellent client fedeback.,2025-09-30T15:29:25.764151,PowerBI
691,ACC047,PRJ035,Critical,Timeline slipped significantly.,2025-10-13T15:29:25.764155,API
692,ACC009,PRJ066,Critical,Major budget overrun.,2025-09-17T15:29:25.764158,Manual
693,ACC043,PRJ053,Warning,"Client requested additional features, timeline at risk.",2025-11-10T15:29:25.764162,Manual
694,ACC025,PRJ053,Warning,Mostly helathy but timeline risk.,2025-10-12T15:29:25.764166,Manual
695,ACC004,PRJ034,Critical,Client happy but scope signifciantly expanded.,2025-10-20T15:29:25.764171,API
696,ACC003,PRJ065,Warning,All technical deliverables on rtack. Documentation backlog growing. Internal audit scheduled next month. No critical blockers identified.,2025-10-14T15:29:25.764176,Manual
697,ACC034,PRJ030,Critical,Legal compliance issues discovered.,2025-10-04T15:29:25.764179,PowerBI
698,ACC030,PRJ068,Warning,Technically sound but stakeholder alignment poor.,2025-11-14T15:29:25.764183,API
699,ACC006,PRJ091,Good,All milestones achieved on time.,2025-10-30T15:29:25.764187,Manual
700,ACC032,PRJ038,Warning,Meeting deadlines but at cost of team burnout.,2025-10-28T15:29:25.764191,API
701,ACC026,PRJ068,Critical,Key deliverable failed acceptance testing.,2025-09-30T15:29:25.764194,PowerBI
702,ACC050,PRJ009,Warning,Budget is close to the limit.,2025-11-10T15:29:25.764198,API
703,ACC029,PRJ039,Critical,"Critical resource resignation, no backup.",2025-09-29T15:29:25.764202,Manual
704,ACC011,PRJ099,Warning,"Minor scope creep detected, monitoring closely.",2025-11-25T15:29:25.764205,PowerBI
705,ACC011,PRJ065,Warning,Quality metrics slightly below target.,2025-09-25T15:29:25.764208,Manual
706,ACC012,PRJ020,Good,"Team morale is high, deliverables exceeding expectations.",2025-11-12T15:29:25.764211,API
707,ACC010,PRJ092,Critical,On track overall but budget concerns emerging.,2025-11-22T15:29:25.764215,PowerBI
708,ACC048,PRJ063,Critical,Project at risk of cancellation.,2025-11-23T15:29:25.764218,PowerBI
709,ACC013,PRJ099,Good,Client satisfaction rating: 9/10.,2025-11-20T15:29:25.764221,API
710,ACC010,PRJ071,Critical,Timeline slipped significantly.,2025-10-06T15:29:25.764225,API
711,ACC017,PRJ024,Good,All milestones achieved on time.,2025-11-03T15:29:25.764228,Manual
712,ACC030,PRJ095,Warning,Communication gaps with offshore team identified.,2025-09-10T15:29:25.764231,API
713,ACC039,PRJ024,Good,Meeting deadlines but at cost of team burnout.,2025-11-22T15:29:25.764234,Manual
714,ACC011,PRJ018,Warning,"Minor scope creep detected, monitoring closely.",2025-10-14T15:29:25.764238,PowerBI
715,ACC022,PRJ026,Warning,Third-party dependency delayed by 2 weeks.,2025-11-25T15:29:25.764242,API
716,ACC012,PRJ069,Warning,Porject on schedle and budgett looks good.,2025-09-20T15:29:25.764246,API
717,ACC025,PRJ004,Critical,"Critical resource resignation, no backup.",2025-11-19T15:29:25.764249,API
718,ACC034,PRJ045,Good,Project ahead of schedule with excellent client feedback.,2025-12-02T15:29:25.764253,Manual
719,ACC032,PRJ018,Good,Delayed vendor input despite client praise.,2025-09-14T15:29:25.764257,Manual
720,ACC030,PRJ039,Warning,"Minor scope creep detected, monitoring closely.",2025-10-24T15:29:25.764260,Manual
721,ACC026,PRJ002,Good,All milestones achieved on time.,2025-10-10T15:29:25.764264,PowerBI
722,ACC010,PRJ040,Good,All milestones achieved on time.,2025-10-14T15:29:25.764268,Manual
723,ACC004,PRJ073,Critical,"Budget exceeded by 40%, no additional funding.",2025-11-16T15:29:25.764272,API
724,ACC024,PRJ083,Warning,Quality metrics slightly below target.,2025-09-08T15:29:25.764276,Manual
725,ACC043,PRJ008,Good,"Budget utilization at 75%, timeline on track.",2025-11-16T15:29:25.764279,API
726,ACC014,PRJ068,Good,All milestones achieved on time.,2025-10-13T15:29:25.764282,Manual
727,ACC030,PRJ006,Warning,"Client requested additional features, timeline at risk.",2025-10-02T15:29:25.764287,Manual
728,ACC015,PRJ093,Critical,Legal compliance issues discovered.,2025-09-18T15:29:25.764290,Manual
729,ACC040,PRJ051,Critical,Legal compliance issues discovered.,2025-11-26T15:29:25.764293,Manual
730,ACC039,PRJ019,Critical,Stakeholder confidence severely impacted.,2025-10-06T15:29:25.764297,API
731,ACC028,PRJ057,Good,On schedule and under budget.,2025-09-03T15:29:25.764300,API
732,ACC050,PRJ020,Warning,Third-party dependency delayed by 2 weeks.,2025-11-19T15:29:25.764303,PowerBI
733,ACC009,PRJ046,Critical,"Stakholdr concrens addressed, monitring closely.",2025-10-14T15:29:25.764307,API
734,ACC006,PRJ022,Good,"Excellent feedback from client, internal issues though.",2025-10-30T15:29:25.764310,Manual
735,ACC031,PRJ088,Critical,Budget fine but quality issues surfacing.,2025-12-01T15:29:25.764313,API
736,ACC036,PRJ076,Warning,Phase 2 complete. Phase 3 kickoff delayed pending client sign-off. Resource transition planned for next sprint. Budget healthy.,2025-09-10T15:29:25.764317,API
737,ACC043,PRJ026,Warning,Third-party dependency delayed by 2 weeks.,2025-10-04T15:29:25.764320,Manual
738,ACC038,PRJ006,Critical,Key deliverable failed acceptance testing.,2025-11-01T15:29:25.764324,Manual
739,ACC047,PRJ093,Warning,"Budget variance at 10%, corrective action planned.",2025-11-29T15:29:25.764328,PowerBI
740,ACC023,PRJ025,Warning,All technical deliverables on track. Documentation backlog growing. Internal audit scheduled next month. No critical blockers identified.,2025-11-14T15:29:25.764331,Manual
741,ACC033,PRJ037,Warning,Meeting deadlines but at cost of team burnout.,2025-10-26T15:29:25.764334,PowerBI
742,ACC033,PRJ074,Warning,Resource constraints causing small delays.,2025-10-17T15:29:25.764337,PowerBI
743,ACC044,PRJ041,Critical,Evrything progresing well despte minor isues.,2025-10-26T15:29:25.764341,PowerBI
744,ACC040,PRJ072,Good,"Budget utilization at 75%, timeline on track.",2025-11-02T15:29:25.764344,PowerBI
745,ACC020,PRJ003,Critical,Key deliverable failed acceptance testing.,2025-10-22T15:29:25.764347,Manual
746,ACC023,PRJ033,Warning,Metrics look positive however client raised concerns.,2025-10-22T15:29:25.764350,Manual
747,ACC043,PRJ085,Warning,Delayed vendor input despite client praise.,2025-10-26T15:29:25.764354,PowerBI
748,ACC014,PRJ089,Warning,Third-party dependency delayed by 2 weeks.,2025-09-21T15:29:25.764357,API
749,ACC029,PRJ039,Critical,Stakeholder confidence severely impacted.,2025-11-15T15:29:25.764361,API
750,ACC035,PRJ090,Critical,Project at risk of cancellation.,2025-10-07T15:29:25.764364,PowerBI
751,ACC030,PRJ037,Critical,Resources fully allocated. Team morale high despite tight deadlines. Quality metrics meeting targets. Minor scope changes requested by client.,2025-09-28T15:29:25.764367,PowerBI
752,ACC046,PRJ049,Warning,Quality metrics slightly below target.,2025-10-22T15:29:25.764371,API
753,ACC034,PRJ079,Good,Meeting deadlines but at cost of team burnout.,2025-09-16T15:29:25.764374,API
754,ACC046,PRJ036,Good,Technically sound but stakeholder alignment poor.,2025-10-02T15:29:25.764377,API
755,ACC015,PRJ026,Warning,Resource constraints causing small delays.,2025-11-19T15:29:25.764381,API
756,ACC015,PRJ087,Warning,"Minor scope creep detected, monitoring closely.",2025-11-04T15:29:25.764384,Manual
757,ACC029,PRJ049,Critical,Security vulnerability found in production.,2025-09-09T15:29:25.764387,API
758,ACC029,PRJ063,Warning,Budegt is close to the limit.,2025-09-08T15:29:25.764393,API
759,ACC030,PRJ017,Good,Positive stakeholder reviews across all metrics.,2025-09-23T15:29:25.764396,PowerBI
760,ACC048,PRJ022,Critical,"No blockers identified, smooth execution.",2025-10-11T15:29:25.764400,PowerBI
761,ACC001,PRJ005,Good,Positive stakeholder reviews across all metrics.,2025-11-16T15:29:25.764403,PowerBI
762,ACC006,PRJ067,Good,"Team morale is high, deliverables exceeding expectations.",2025-10-28T15:29:25.764407,API
763,ACC017,PRJ025,Good,Client satisfaction rating: 9/10.,2025-11-02T15:29:25.764410,Manual
764,ACC006,PRJ029,Good,Positive stakeholder reviews across all metrics.,2025-09-19T15:29:25.764414,API
765,ACC031,PRJ017,Critical,"Client escalation received, urgent intervention needed.",2025-09-27T15:29:25.764417,Manual
766,ACC029,PRJ077,Good,Project healthy overall despite recent setbacks.,2025-09-19T15:29:25.764420,Manual
767,ACC030,PRJ073,Critical,Legal compliance issues discovered.,2025-09-06T15:29:25.764424,Manual
768,ACC038,PRJ080,Warning,Metrics look positive however client raised concerns.,2025-10-11T15:29:25.764427,API
769,ACC034,PRJ076,Critical,Project healthy overall despite recent setbacks.,2025-09-22T15:29:25.764431,API
770,ACC011,PRJ049,Critical,Stakeholder confidence severely impacted.,2025-09-20T15:29:25.764434,API
771,ACC025,PRJ041,Good,Everything is progressing well.,2025-09-25T15:29:25.764437,PowerBI
772,ACC030,PRJ011,Critical,"Budget exceeded by 40%, no additional funding.",2025-09-26T15:29:25.764441,Manual
773,ACC029,PRJ019,Critical,Timeline stable yet critical dependency at risk.,2025-10-18T15:29:25.764444,PowerBI
774,ACC047,PRJ062,Good,"No blockers identified, smooth execution.",2025-11-25T15:29:25.764447,PowerBI
775,ACC039,PRJ052,Critical,"Client escalation received, urgent intervention needed.",2025-11-30T15:29:25.764450,PowerBI
776,ACC038,PRJ006,Critical,aMjor budget overrun.,2025-11-14T15:29:25.764455,API
